flight_time,distance_to_goal,success,collision,termination_reason,gui,walls,hole_width,hole_height,padding,run_id
9.999999999999753,0.14530509832133723,False,False,path_finished,False,3,0.55,0.75,0.05,3
8.179166666666523,0.09745321525255678,True,False,goal_reached,False,3,0.55,0.75,0.07,2
5.004166666666703,4.027521784692036,False,True,collision,False,3,0.55,0.75,0.07,3
1.9291666666666611,5.839319812538142,False,True,collision,False,3,0.65,0.35,0.03,0
7.8416666666665416,0.09920752540716905,True,False,goal_reached,False,3,0.55,0.75,0.07,4
3.3458333333333945,3.7469364296956913,False,True,collision,False,3,0.65,0.35,0.03,1
1.5374999999999959,5.7497054396345835,False,True,collision,False,3,0.65,0.35,0.03,2
2.012499999999995,5.738261611362049,False,True,collision,False,3,0.65,0.35,0.03,3
5.779166666666659,3.6176952656873578,False,True,collision,False,3,0.65,0.35,0.03,4
4.2541666666667455,3.5525336944929746,False,True,collision,False,3,0.65,0.35,0.05,0
5.179166666666693,3.138219626748975,False,True,collision,False,3,0.65,0.35,0.05,2
9.329166666666458,0.0997754508245214,True,False,goal_reached,False,3,0.65,0.35,0.05,3
9.783333333333099,0.09852553708391475,True,False,goal_reached,False,3,0.65,0.35,0.05,4
4.187500000000083,3.4543151684395594,False,True,collision,False,3,0.65,0.35,0.05,1
5.391666666666681,3.244096395240543,False,True,collision,False,3,0.55,0.35,0.07,1
4.512500000000064,3.7011270509048817,False,True,collision,False,3,0.65,0.35,0.07,1
9.579166666666444,0.09989865782849212,True,False,goal_reached,False,3,0.65,0.35,0.07,3
11.249999999999682,0.1379896331181949,False,False,path_finished,False,3,0.65,0.35,0.07,0
3.2083333333333877,4.08245373267387,False,True,collision,False,3,0.65,0.45,0.03,0
4.058333333333423,3.1958770911549745,False,True,collision,False,3,0.65,0.45,0.03,2
3.8666666666667537,3.8132532103503864,False,True,collision,False,3,0.65,0.45,0.03,1
2.529166666666687,5.24241753994483,False,True,collision,False,3,0.65,0.45,0.03,3
3.687500000000078,3.8507125315940063,False,True,collision,False,3,0.65,0.45,0.05,0
8.716666666666493,1.1639293017940817,False,True,collision,False,3,0.65,0.35,0.07,2
2.700000000000029,5.484819264673162,False,True,collision,False,3,0.65,0.45,0.03,4
5.529166666666673,2.1077910680521703,False,True,collision,False,3,0.65,0.45,0.05,1
7.641666666666553,0.09721100920143164,True,False,goal_reached,False,3,0.65,0.45,0.05,3
5.783333333333325,1.6473280469513893,False,True,collision,False,3,0.65,0.45,0.05,2
5.879166666666653,2.0980865965504374,False,True,collision,False,3,0.65,0.45,0.05,4
5.450000000000011,3.1747178535155323,False,True,collision,False,3,0.65,0.45,0.07,0
8.379166666666512,0.09797393465435483,True,False,goal_reached,False,3,0.65,0.45,0.07,2
2.2625000000000073,5.365605029301097,False,True,collision,False,3,0.65,0.45,0.07,4
7.849999999999874,0.09826086355848693,True,False,goal_reached,False,3,0.65,0.45,0.07,3
8.35833333333318,0.09841949859380303,True,False,goal_reached,False,3,0.65,0.45,0.07,1
5.104166666666697,1.993758580491864,False,True,collision,False,3,0.65,0.55,0.03,0
2.870833333333371,5.223950307014873,False,True,collision,False,3,0.65,0.55,0.03,1
4.345833333333407,3.9593733521937624,False,True,collision,False,3,0.65,0.55,0.03,3
2.475000000000018,5.285598040695771,False,True,collision,False,3,0.65,0.55,0.03,4
3.59166666666674,4.00683448861638,False,True,collision,False,3,0.65,0.55,0.05,1
1.9583333333333277,5.4302350024791926,False,True,collision,False,3,0.65,0.55,0.03,2
10.104166666666414,0.09826385364366788,True,False,goal_reached,False,3,0.65,0.55,0.05,0
8.062499999999863,0.09904810865105959,True,False,goal_reached,False,3,0.65,0.55,0.05,2
9.562499999999778,0.09864643168830599,True,False,goal_reached,False,3,0.65,0.55,0.05,3
5.062500000000033,3.7914001002522357,False,True,collision,False,3,0.65,0.55,0.05,4
6.1833333333333025,3.152740385353266,False,True,collision,False,3,0.65,0.55,0.07,0
9.066666666666473,0.09885857736392525,True,False,goal_reached,False,3,0.65,0.55,0.07,2
7.570833333333224,0.09943836032838517,True,False,goal_reached,False,3,0.65,0.55,0.07,3
8.920833333333148,1.6040038835412451,False,True,collision,False,3,0.65,0.35,0.07,4
